sentence,topic
in short all games have their shortcomings and warframes development team actively tries to fix those as they become apparent,1
id advise against starting,4
or do i dont care   update game has nearly ruined my life on several occasions,0
aside from cosmetics there are nothing that you cant get without a little bit of  min effort and not a single cent of money involved,-1
this game is repetitive and grindy but if you let yourself get sucked in you will find yourself playing countless hours on it,-1
the one gripe i had is that it seems to lack an overall objevive,-1
if you dont play other games or dont have a life thats the game for you,0
one majar issue you can only play online,2
if you lose your inernet connection during a mission the game kicks you out and everything you collected will be gone,7
the game is also pretty bugged from time to time but its rarely gamebreaking,2
why are these fools still breathing my air,13
edit  these fools are still breathing my air,13
this is a game that makes all those weird suggested features on forums for other games seem tame,2
dev reply i mean that seems a little limited,2
i dont get this game anymore,0
unfortunately most weapons have a clear best build but many still have several different builds to choose from,1
their company was on the brink of collapse before this game and they turned it around ez,-1
product received for free  i committed several war crimes in this game,23
its grindy and really really addictive,3
though these are really the only complaints i can see to this game after having played it for quite a long time and as far back as to needing stamina,-1
i dont know what to say about this game it boring at first since it a game that required alot of time to play and learn once u get used to it  its addicted,0
helpful player base,4
this will burn you out fast if you rush stuff,-1
this is not for the faint of heart if you press that download button prepare to be in for the longhaul,-1
because warframes rng will break your moral constantly yet suck you back in,1
if you are into third person shooters wallrunning shooting the crap out of aliens with your friends  or by yourself  upgrading all of your weaponry killing enemies with stealth or a direct attack slicing them in half with your blade look no more,8
and its a much less polished game,-1
this game is a fun game that game is game    this game took my life from me and i have nothing to show of it other then  warframes,1
grind the same mission a few hundred times to get what you want craft gear realise there isnt any content entertaining or challenging enough to use said gear repeat,-1
great for new players at times but goes downhill pretty quickly,4
product received for free  this cause a rift to form between me and my family that has also caused irreversible damage in my marriage but it was all worth it,23
i hate warframe its my favorite game,1
i do not recommend this game because the developers are lackluster at times turning back on promises and leaving content lacking or less than it could be,2
player suggested content goes by the waysaid fan creations are gutted and good ideas are left half constructed and severely lacking,-1
i turned into a cyborg ninja and murdered several fleets of aliens,10
i have a slight feeling im a raging racist in this game,0
im killing everything that isnt human,0
but its not user friendly for beginners who are deeply fresh into it best advice have a friend whove played for some time and seasoned,4
a little bit time consuming,-1
free to play is usually a phrase that inspires some degree of reluctance and it usually begs the question alright where are the microtransactions this time,9
the bad while the community is good they are sometimes slow and or do not accept changes in gameplay or new mechanics,2
bugs and simple features can take years to be fixed due to the way the game evolves,2
no hand holding good for those gamers who prefer not to be riddled with tutorials,4
bad for those players who prefer a straight explaination of all the ingame systems,2
bad for those who want things right away,-1
this game will eat a lot of your time,-1
if you cannot spend the time to learn the mechanics or you are unwilling to spend a hundreds of hours of playing,0
this game is not for you,0
can be hard to get into because of the lack of tutorials and complexity though,4
the stand out changes are  melee  still getting used to it not sure i like it i really liked using melee as a primary weapon and the loss of channeling really hurt my build,1
cons  desperate need of a proper endgame,-1
after around thousand hours more or less you will feel the content drought i know i said this game keeps getting updates but there are times where you feel there isnt enough,2
but thats probably because you put too much time in the game and besides you have to spent alot of hours to get to this point,0
bad newplayer experience,4
the game will not hold your hand and it wont tell you what to do next,-1
i have a friend whos kinda dumb and couldnt even figure out the basics even though the game told him in the tutorial,4
this game is not perfect mainly because of its cheer size and attempts in a variety of different forms of gameplays,-1
bugs exist but nothing that will make you curse,2
boy what am i doing with my life,0
honestly i never payed attention to it when i first installed it because of my friends telling me to do so,-1
i had nothing to do one month later and the warframe addiction plugin in my brain got fully installed,1
theres those game that comes once in a blue moon youll hate it you burned by it but you will see how passionate the developer about the game how much the ambition put into it while other game played it safe and milking you with dlc and sequel,2
now its becomes a journey  and you are missing out,0
started early dropped due to my gpu not supporting it anymore,-1
warframe is a game that is hard to get into,1
why is this game free,9
but like most games it has its problems and one of those problems are devs that dont test there patches prior to release,2
they always fix  things they should have fixed  years ago and then break  working thing to do it,2
i dont like children thats bad on me but being forced to play one is bad on them,-1
i see the lotus and her big bulging tts and then back at my  year old boy bodied female and ask why arent they smart enough to sell puberty on the market,-1
i also dont understand why auction houses have existed for years in the mmo community yet this game fails to bring it to us and its one of the bigger flaws that needs to be taken care of,-1
vaulting is annoying yes it presents oppurtunity,-1
but it also takes away from new players and collectors who dont want to spend a billion platinum on a ember prime,25
i feel stupit,0
some times it can be very adictive,-1
it shouldnt be free i think,9
life force depleting,0
nothing to live for but mr,0
dont play this game if you have a life k thx,0
at the time i could not play it due to my computer being a horrible hp laptop,-1
the first account i made was kind of a bust,-1
want to sell your soul to rngesus,-1
then there is loads of custimization in this game,-1
also you can own a friggin flamethrower that headshots enemies,8
warframe oohh warframe i cannot tell you how many times ive wanted to quit this game but ive just never had the intent too after thinking about it,1
ive been playing since  and has had alot of fun playing the game im currently cursed by this very underpowered asus laptop and im unable to play warframe for the time being until i finally get enough money to buy a decent computer to start my grind again,1
there are some major things that i dont like about this game tho,0
and one of those things is the foundry i honestly hate it when im building cyphers for a spy mission because i suck at hacking corpus coms,-1
so i have to babysit the foundry for around  minutes to build  cyphers and dont even get me started on the amount of nitain some things need to be built or obtaining vanilla vauban some of the things in this game or a pain in the arse to get but its rewarding in the end,11
sadly i am unable to get excalibur prime as he was one of the frames back in the old days of warframe that was included in the founders pack,1
this game is pretty hard for new players,4
it is pretty grindy,3
dont let this game look like some of those pay to play games,24
fun game but it gets boring after a while,0
that said it does have issues,2
the grind for gear is everlasting and public matchups tend towards toxicity,3
repeatitive combat can wear you down and the learning curve to master the game is a long one,0
i held off playing it for such a long time because i thought it would be bad since its free to play,0
it used to be very bad but has since been more and more refined by the devs,2
youre going to scroll down these reviews and find a lot of negative ones written by people with more hours into the game than any other game youd ever pay for,6
wallet warrior problems platinium is way too expensive this is my complaint about it cause damn  plat for  bucks damn thats expensive,-1
tutorial the tutorial is kinda bad well it could be better it guides you trough basic combat doesnt really give you any tips on the advanced stuff for example movement they only tell you how to bullet jump crouch wall jump and so on which most are done simply by tapping the spacebar and then theres the whole mods thing which is barely touched upon which i reminf you is pretty much the most complicated part of the game,4
pvp the pvp aka conclave really feels unbalanced i mean you can go as a total noob who just started the game against max mastery rank players who have thousands of hours invested in it,26
community the community where can i start well it is the least toxic community ever seen so sorry for the caps but they were needed,2
more addicting than heroin,12
warframe isnt anything special,1
my biggest regret is not blasting my money on a founders pack back when i started the game,-1
warframe has always been an odd game for me to recommend to friends because its such an unusual game,1
i could go on to explain to you how the gameplay is fast paced and exciting and yet how there are always bugs with every big new update that releases for the first  weeks etc etc,2
warframe  ninjas play for free  especially since update   press x to ninja  you might not like the game but thats just because you dont like rd person ninjas melee combat magics and scifi,1
now make it rd person and add in a whole load more weapons from magnums to assault rifles to boomerangs with spikes,8
but hey if you are complaining about a little work for a lot of profit then be lazy and sit there and not get anything done,5
dont forget the feeling of waking up in a cryocapsule and realising that there are very few left of your nation if any and everyone else in the universe hates you,0
warframe is one of those games that defies its genre and any other type of catagorization,1
one needs to only play after a big patch hits to see this,2
its monetization is nothing if not fair and its developers will make you question what it means to develop a game,-1
honestly theres no good way to describe this game seeing as it keeps changing with every update,2
its one of those games in which your think at first wtf am i doing,0
she left me,0
its even worse when building new warframes to try out new abilities youre talking at least a four day process for one of those,1
actually do not recommend but i do,-1
especially if you want to feel dead inside after a thousands of hours of farming,11
itll kill ya,0
my life is in ruin,0
the grind is daunting to most casual players who just pick up the game this goes for the ingame market as well,3
they know their brains just cant handle it like its gonna explode,-1
all the hardships that an old player got will think oh godthis game progression systems badi have to find a new player and help him,4
and most of the player base do not see this as a reason of why de do not update its progression system,2
it has its ups and downs but at the end of a long day of shooting grineer i can wind down with some mining and fishing and wonder if ill ever be able to get that one drop from a bounty,-1
update is it sad that fortuna was the thing i was looking forward to the most out of everything copming out this year,-1
learning curve is quite steep and it takes a lot to understand how the game and its mechanics work,4
reviews of a game should never be done this far in  you loose perspective,6
hell i quit playing because i didnt like the direction it was going,0
if you see a review for this game with a thumbs down and look at that persons time  and it says literally hundreds of hours and the game is free  ignore them,6
warning if you get addicted easily stay away from warframe,1
i almost wish id never started playing,0
why am i still here,0
i honestly cant even fathom why i played so much of this game,0
it is one of the least rewarding nonsensical games ive played and i play destiny  ffs  edit i lied game fun d,-1
forget about lotus,-1
fun game lots of stuff to do but if you cant handle grinding or working for any ammount of time on things this game is not for you,3
thid game is pure cocaine if you like to grind and surf wiki pages with a community that does not have time to be cancerous cuz they already spending way to much time grinding or surfing wiki pages,12
you have so many weapons it could be considered a war crime,-1
the only criticism i have for this game is the high price of ingame currency platinum,25
posted january  still not got the hate blueprint,2
well this game doesnt really need a review,6
d sadly i wanted gauss warframeand i dont think i ll get it any time sooner,1
should be renamed into warcrimes tbh,1
help  rip my life,0
its actualy not pay to win,24
good game to waste your life playing,0
this was horrible for me as it was already hard for me to find ways to spend time with my son as he is always out with his friends or just watching youtube,-1
has a bit of grinding but it doesnt make the game any less enjoyable,3
a game that you can waste all your time to farm farm farm and farm farm farm,11
makes me wanna die but in a good way,0
dispise lots of people saying this games pay to win platnium premium currency is still easily obtained by trading items any player can obtain,25
i need to stop,0
i hate my life,0
did i ever tell you the definition of insanity,0
insanity is doing the exact same thing over and over and over again expecting things to change,-1
would waste life again,-1
dislike pvp,26
it seems like a good game but i dont think ive had enough time to write a proper review,6
i have seen many reviews recently from people who have played thousands of hours as i have of this game recommending against it and bad mouthing it,6
i still find these reviews from these people to be valid if a bit frustrating,6
the game itself has numerous issues and some small but persistent bugs not including big bugs from major releases that tend to get patched very quickly after updates launch as well as a gameplay loop that can be a bit grindy,2
all of these points are valid but do not make the sum of the game as a whole a negative experience,0
every game out there has its problems and while these problems should not be ignored they are understandable,2
cons warframe is terribly buginfested,1
the main chat loves to freeze from time to time the ui can get stuck missions wont start and many other problems might appear,2
id say these kind of bugs dont make the game unplayable but sometimes really get on your nerves and take away from your fun,2
the devs really gotta do something about that since warframe is already out for some time and this serious amount of bugs shouldnt be present after that,1
the game gets quite repetitive after a while due to the fact that all of the missions just repeat and the only thing new about each planet is the level tileset and different ressources you are able to obtain there,7
this might be a very bad thing depending on the type of player you are,4
in other games i have always lost interest after collecting the th kodo wiener  sooo,-1
on the other hand you might get bored pretty damn fast due to its repetitive gameplay and the amount of grinding you have to do in order to craft new items,-1
depending on the type of player you are youre going to have tons of fun with warframe or going to quit after  hours saying jesus this is so boring  having written all this the only thing left to say is,1
having played this game since the early days i can honestly say there are times the grindy aspects of this games can get too much for me and ill stop playing for some time,3
whether its due to the developers constant updates the fun of getting a prime part youve wantes for ages or simply running missions with a mate this game has yet to cease to entertain me,2
pain nothing more,0
cant describe in words the lovehate relationship i have with this game,0
everything that global agenda shouldve been in actuality,-1
dont do this to yourself,0
i apparently never reviewed this well thats awkward,6
update its unbelievable that its a fp game,-1
guilty pleasure which makes me cry,-1
a repetitive game may not be for you,0
however after about an hour or two the devs really just throw you to the wolves,2
at this point he lost interest a problem much of new players experience unfortunately,4
the game mechanics are confusing the weapon mods and character mods can be really hard to understand such as how weapon damage is increased but at the same time can negatively effect a stat or what the hell is a status effect etc etc fortunately for the community there are guides and howto forums and videos all over the place,4
okay so it really sounds like i am just totally dogging on this game,0
just to talk and kill things,0
almost takes away the pain of not being loved,-1
i would post a review but it hasnt dropped for me yet,6
honestly if you dont like to put more than  hours into a game dont play this if you do its a solid pve grind game,3
become a fashion diva and murder everyone,-1
not very good,0
walking the new guy threw the endgame is not fun,-1
compleated the second dream quest and realy got into it super adictive and not very repeditive i highly sugest this to any scifi geeks like myself,14
it however may look boring as it is often reptitive,0
you might be overwhelmend at first but failure is not going to hinder you in any way,-1
you can pay real money to buy any frame or weapon but out of all my hours spent the only situations where i spent money for stuff i could get for free was to avoid a bit of grind that wasnt very stable rng based too challenging and time spending,5
if you dont think this is tight get out of my face,0
dont like space ninjas,10
dont like that,0
giant lazers,-1
this game got my pregnant,0
the support staff isnt very reliable and they need to test their events before releasing,2
look at them they come to this place when they know they are not pure,16
tenno use the keys but they are mere trespassers,15
i was cut in half destroyed but through its janus key the void called to me,21
we cannot blame these creatures they are being led by a false prophet an impostor who knows not the secrets of the void,13
behold the tenno come to scavenge and desecrate this sacred realm,19
forever bound to the void,18
the tenno are lost and they will resist,20
but i vor will cleanse this place of their impurity,17
quite often host migration can get annoying,2
tons of weapons warframes addons cosmetics pets sentinels quests side quest storylines thumbs up for mastery rank tests they are gonna get you mad and angry sometimes,1
if you havent played this game yet youre a dingus,0
consthese really arent cons for me but they might be for some of you   repetitive in some way,-1
all your questions are hidden deep inside and you must perform extremely difficult finger movements to locate them,0
this website is still in beta and does not have everything yet,2
dont rush its never going work out for you,-1
look at them they come to this place when they know they are not pure,16
tenno use the keys but they are mere trespassers,15
i was cut in half destroyed but through its janus key the void called to me,21
we cannot blame these creatures they are being led by a false prophet an impostor who knows not the secrets of the void,13
behold the tenno come to scavenge and desecrate this sacred realm,19
forever bound to the void,18
the tenno are lost and they will resist,20
but i vor will cleanse this place of their impurity,17
it so addicting kill kill kill,12
this game can get very tiresome fast unless you form a clan or join one and do missions with your clan mates,7
command a highly armed and extremley dangerous warframe as you cut shoot and leap through a variety of levels and enemies,8
fight off the rampant infestation,-1
it still suffers heavily from confusing ui design and ancient progression systems which can really turn off a newcomer without any guidance,-1
takes a longggggggggggggggggggggggggggggggggggggggggggggg time to do so due to rng though,11
whereas some items can unfortunately only be farmed and grinded for,11
everyone gets to suffer the time investment to earn those things,-1
machine guns that slice enemies to pieces,8
a good number of systems that make up the meat of the game are barely explained if at all,-1
this doesnt really bother me too much but im sure some people will be put off by playing the same mission  times in a row just to get the something they already have in abundance instead of the one piece they need,7
many items in the item shop are priced quite highly though which  at least in my opinion  makes them not worth the money,5
at the time of this writing the plains of eidolon update is the most recent patch and i have to say it made me take a break from the game because the new openwordly area lacks pretty much everything that actually makes the game itself great and adds a lot of unnecessary garbage that departs heavily from the kill stuff as awesome as possible formula,2
it seems that de has decided that that is how the game is going to evolve from this point forward which i personally find sad,2
i am still very much not a fan of focussing on open world content but they have improved the way they approach it a bit,2
however they once again added more and more stuff to the game that barely integrates with the rest,2
nobody will read my review so i will eat  tablespoon of ketchup for every like this gets,-1
reminds me of vindictus diabloish style loot system instanced missions and cutting people in half,-1
of course there will always be rotten apples but thats anywhere,-1
its like meth its fun to do every once in a while with friends and then take a long break but partaking in it for weeks months or even years at a time as a normal part of your routine will result in severe problems with your prefrontal cortex and social matters,12
the game doesnt give everything good at the start some of it comes later,-1
bad new player experience they are working on it though long wait times for weapons and frames,4
customer support is somewhat slow at times,-1
the amount of things to do is quite overwhelming,-1
to sum up it isnt for everyone it is hard to get into but hard to get out of,4
if you like pretending to be a demigod thats shrouded in murderous intent meandering through a solar system full of horrifically corrupt politicians apathetically deadpan mad scientists and mindless dispensable biomechanically engineered clones you might like it,-1
my wife left me,0
jokes on her though i spent all of my money on plat so she didnt get a dime in the divorce,0
this game isnt noobfriendly,0
unless you have a friend whos a veteran youre gonna have trouble getting use to the mechanics weapons enemies and levels,-1
however it can still be a tad grindy at times and several of my friends found the beginning of the game too hard a hurdle for them and quit early on due to the upper levels carrying them through the low levels and making the game boring for them so if youre going to enjoy this game its a necessity that you dont play public matchmaking,3
your own bloody warship,-1
various types of mission  online coopmultiplayer    no linux support,-1
grinding is way overblown in this game now  many time consuming or time locked events  items are way too expensive for what they are  mission map navigation is very confusing  cant play some missions because nobodys playing them impossible to play alone,7
no linux support,-1
literally unplayable,-1
end game is lacking but the devs are constantly updating the game,2
addendum  more hours in and the first sentence is already terrible,0
this game is garbage why,0
this game is nonsense do not play this game for your own safety,0
that man will hunt you down if you encounter him,22
its really hard to describe or fully put into words,-1
cons repetitive honestly its hard to fully enjoy it when you do the same thing over and over its more like a grind and farm,-1
its hard to imagine them not charging people for this game,24
the coop play is a bit lackluster compared to the single player experience though because the quality of gameplay depends on which user is hosting,-1
so if the user has a very slow upload speed you could be thrown out of the game or fail the mission because of that,7
now i know what youre thinking every free to play game is pay to win,24
spending money in this game doesnt give any gameplay benefit over those who dont,5
btw can be abit grindy update i bought plat is not grindy anymore,-1
its a fun game with a lot of flaws,-1
the only bad thing about the game is the fact that you should grind all the time,3
send help,0
i cant play this with my elite powerful world busting gtx  anymore so might as well jerk off to wild life documentarys,-1
this game sucks,0
ruined my life,0
i have never been more alone in my entire life and this game is making it worse,0
its about them using all of that to kill space orcs space zombies and members of a space cult with too much money to spare,10
i mean look at them they all just want to live in peace in space but these really rude warframes,10
they come to this place when they know they are not pure,16
tenno use the keys but they are mere trespassers,15
i was cut in half destroyed but through its janus key the void called to me,21
we cannot blame these creatures they are being led by a false prophet an impostor who knows not the secrets of the void,13
behold the tenno come to scavenge and desecrate this sacred realm,19
forever bound to the void,18
the tenno are lost and they will resist,20
but i vor will cleanse this place of their impurity,17
at times i thought the devs had let me down only to find out they were making something way better,2
digiral extremes just deserves nothing less,-1
some may say wf is repetitive i say they are looking at the wrong aspect you want repetition you go play cod,0
no two weapons in this game feel the same,8
no two warframes are even remotely close to the same,1
so sure enemies may be simular is alot of aspects but when you have  ways to kill him repeatedly who cares,-1
garbage,0
do you like ass,0
first of all let me start by saying that this game is definitely not for everyone,0
also the game is currently not very friendly to newcomers you will login for the first time play the first  missions and then you will find yourself walking around having no clue on how to progress,4
after playing warframe for nearly  years with some breaks in the middle i still cannot find a game with better combat mechanics,1
do you want to jump and propel yourself like a spear to shoot a dude in the face at pointblank range,8
do you want to to turn your enemies into pincushions by throwing dozens of kunais at them while wall running,8
do you want to jump from a threestore building to land on top of someones head with your giant steel hammer,8
do you just want to stay still and watch your giant mutant alien pet rip and eat your enemies alive,-1
dude you are a bit creepy but feel free to do it,0
regarding the cons of this game the only two flaws i can think of besides the ones described at the beginning are pvp and the archwing system,-1
pvp in warframe is not really popular there isnt a high amount of players actively playing it and the rewards you can get from it are mostly to be used only in pvp,26
regarding the archwings im not even going to get into details they just suck and they should never have been added to the game,-1
one last thing you may have noticed some negative and i mean really negative reviews written by people who have insane amounts of playtime some of them with more than k hours,6
this is something that i never saw in any other game at least not at the amount you can find here,-1
i apologize in advance for my terrible spelling as you may have noticed english is not my main language,0
absolutely bloated with content and with a billion weapons and warframes,1
i also love playing repetitive missions thousands of times in hopes that i get the stupid church organ room to build my gay little bard ninja,7
if you are a player who wants an endgame with good storyline highend graphics  hrs of playtime then this game is not for you,-1
ps very addictive for achievement freaks,12
horribly addicting,12
everytime i boot this up i get a tingly feeling in my crotch,0
not because it makes me happy but because my unborn children know they will never be spawned thanks to this timesink and try to escape,0
kill me,0
warframe is a fast paced fp game that rewards long time players over buying ingame items,1
warframe does have problems though with some of the best content being far to hard to get even for long time players and balancing on weapons and frames is a very rocky path with some of the best content being reduced to mastery fodder,1
i shot a guy in the face with elemental blast damage and he flew into the stratosphere,8
im losing a social life,0
this game is evil,0
product received for free  i have played this game quite a bit but the most recent fortuna update killed it for me,23
i am sad that i cant enjoy this game the way it deserves,-1
im sorry warframe youve gotten to hard for me,1
dont listen to meta critic they suck,6
when i first started playing in  this game was very bare compared to how it is today only the corpus tilesets were availible for maps the grineer spoke english there were only about a handful of frames wepaons and your character would just float in space in between missions,7
i hate this bad game,0
i stopped playing cause i felt burnt out by the game and that it wasnt really respecting my time with it,0
remember this was a while ago where de will nerf things that are the most used they probably still do that huh and theyre way of making enemies difficult would make them bullet sponges,8
so why am i still recommending this even though i had a pretty bad experience in the past,-1
i want to be proven wrong on the statements that i have made that it doesnt respect your time,-1
this game is really grindy and having meaningful rewards is close to none,3
i will like to state this again my experience was a while ago and its pretty unfair for me to not recommend this game when i havent really followed the updates and havent really and what happened in the past cant reflect of its todays product,2
then why make a review of the game,6
cause i really care about this game and its development but over time ive seen it losing players because of certain decisions but now im seeing it getting players and more positive reviews i just dont know if i want to go through the whole process again and be disappointed,6
edit  why did i even wasted my life on this and review is cringe,6
the fp model in this isnt bad although they really stick it to you in buying better weapons the starter weapons are kind of weak and its a tough time to get the material to craft better ones if you dont have a good squad to take you through the latter half of the missions,1
my only complaints is that the free run mechanic feels a little hit or miss although i may just suck at it right now and i wish the ingame chat text was bigger,2
this would usally send people away,-1
also dont trust the metacritic review its extremely outdated cause warframe is a growing game so alot of the problems they had are fixed,1
sent jays disciple and im right now wielding an executioners axe like its a dual bladed sword sent jays disciple yep sent jays disciple its still somewhat terrible if you dont have invisibility drakosmasher lol sent jays disciple theres also guns where you can mod sent jays disciple to a  bullets a sec monster sent jays disciple with up to  bullets a round drakosmasher sweet sent jays disciple chainsaw hands drakosmasher really,8
no salt in this game,0
on the flip side warframe can end up feeling like too much of a grind sometimes,1
now that may sound pretty bad to some but in my opinion the fun you can have using the warframes and weapons you get mitigates some of the annoyance of the grind,1
im very poop at this game but i still like it,0
its like cocaine but worse because its free,12
i want to die,0
so if you dont like grinding very much its not going to be much fun,3
ill kidnap  children before i let this company die,0
although that whole flying thing is kinda iffy atm,0
dont let this game take your life,0
realistically its a really repetitive game with you requiring to obtain a variety of resources to build something only to collect more resources to build something else from a variety of missions that can seem neverending at times,7
product received for free  this game gets very repetitive at first,23
my other gripe about this game is that the crafting system and market isnt really explained well and can be confusing to first timers,11
but once you are able to learn and play you will be sucked in this game for hours on end and you wont want to stop,0
warning the first  quest of the story as of  are quite boring for some as they were made before the cinematic quests were introduced,14
concerning the pay to win illusion no you do not need to spend any real world money on this game,5
i was stand offish about this game a long time and regret not playing it sooner now,0
id give this a middle rating if i could i have a love hate relationship with it,0
ii either feel way overpowered or way underpowered i dont like how there are more hordes than powerful single target enemies,-1
too much content ahhhhhhhhhhhhhhhhhhhh,-1
why dont you have the game already,9
damn this game is on the grind that fashion frame shouldnt said its about dat plat it should said its about dat grinddddddddddddd grinddddddddddd mad grinddddddddddddddddd  hours a day  days a week nothing but grindddddd im on the grindddddddd my liset it aint a normal liset its a grind liset,3
well all things come to an end,-1
people crying about wukong and aoe nerfs are babies,6
its pretty damn grindy so its great if youre into that not so much if you dont have a lot of time on your hands,3
this game is heroin,12
you youre not sure at least try it wont do you any harm,-1
youll probably get pulled into it like i was,0
this was horrible for me as it was already hard for me to find ways to spend time with my son as he is always out with his friends or just watching youtube,-1
and i thought warframe couldnt get any better,1
crosssave mfs is in the way,-1
almost everything that costs money is either a convenience fee or completely optional cosmetic items,5
some missions can become repetitive especially when grinding for specific resources or items,7
product received for free  dont do it its a one way road,23
hours deep still trapped,18
china is smogfilled orwellian nightmare state with active concentration camps housing  million uyghur people while detaining its own citizens for arbitrary reasons,-1
grindy as all hell but thats ok,3
about  hours in and the grind is not even close to coming to a stop,3
space ninja genocide,10
y u so grindy,3
you may be thinking to yourself but its fp so its prob got some pw or really hard grind in it well it doesnt,3
not to mention the massive hidden story it has dont google it experience it yourself quests like second dream and the war within litterly made me just not believe this game was free,9
liquidate the chilling space capitalists,10
cripple the deteriorating cyborg clone army,10
eviscerate the nasty gribbly horrors,0
murder fellow super assassins cause slaughtering everything else wasnt enough,-1
willing to go through hell and back to obtain absolutely anything,-1
should anything actually go wrong just tell the devs in the appropriate forum,2
i really should slap my past self for not buying a founders pack,-1
not a bad game,0
its just too grindy for me to invest a lot of time into,3
the sad part about this game is the update times i lost my kubrow in a earlier version to this  a lotus mark kubrow first one i got,-1
some people say grinding isnt fun but for me and my friends we can either fish and talk about life or mindlessly grind and get completely disappointed by rngeesus,3
i paid money for games that were much worse,5
dont play this if you easily get severely addicted to things,12
ive read several comments saying that most of the games systems are not explained,-1
i think its a good thing that were not treated like babies who cant understand nothing,16
i must say as well the first few hours are a bit confusing but if u want to understand the game you will just gotta think a bit more than i can expect from some people apparently,-1
thats the only objectively bad point about this game,0
this game is based in a power fantasy youre playing as the most powerful battle machine ever existed so dont come here wanting a challenge like it was a souls like,-1
itll get rough the first time u see an eidolon for example,-1
the community is only comparable with minecrafts,-1
it gets permanently banned and i nor him can play the game again,-1
pathetic  im taking my money somehwre else,5
i wish i had known about this game sooner,0
warframe has its problems with updates bringing a bunch of negatives with the positive additions and fixes,1
overall it is not paytowin,24
what other game lets you jump around in space looking like a literal tank that dressed up as a pink butterfly wielding a microwave gun grinding for materials from space aids monsters,10
this game has three main draws running around as a space ninja cutting people in half playing with up to three friends and a storyline that does not operate on linear time,10
product received for free  even after several patches the game still has major problems with its more recent additions and continues to have no true endgame,23
enough to make a black man cry,0
its still basically the same old grindfest and its still almost impossible to find pickup groups for normal mission progression but with so many new mission types areas enemies factions the archwing which reminds me so much of zone of the enders theres actually a hell of a lot to do,-1
the game still goes out of its way to screw you if you insist on trying to play for free but you can get around if if youre bloodyminded enough,9
i had to uninstall and install this game because of a login glitch,-1
sad,0
let me leave damn it please god let me out of this grind hell help,3
i regret getting this game,0
people either have  or  hours in this game there is no middle ground,0
i simply refuse to waste my life grinding for meaningless stuff with such basic melee and ranged combat,3
grind is evil,3
why cant all online multiplayer games have community like this,-1
according to all known laws of aviation there is no way a bee should be able to fly,0
its wings are too small to get its fat little body off the ground,0
oan you believe this is happening,-1
sorry,0
a perfect report card all bs,23
never thought id make it,0
those were awkward,-1
dont waste it on a squirrel,0
such a hothead,0
thats why we dont need vacations,-1
so youll just work us to death,0
how can you say that,0
thats an insane choice to have to make,0
but adam how could they never have told us that,13
why would you question anything,0
youre monsters,0
youre sky freaks,0
you cantjust decide to be a pollen jock,0
you have to be bred for that,-1
thats more pollen than you and i will see in a lifetime,0
its just a status symbol,-1
bees make too much of it,0
it must be dangerous being a pollen jock,0
i never thought id knock him out,0
do you ever get bored doing the same job every day,0
you know dad the more i think about it maybe the honey field just isnt right for me,0
thats a bad job for a guy with a stinger,22
im not trying to be funny,0
youre not funny,0
youre gonna be a stirrer,0
no ones listening to me,0
all the good jobs will be gone,-1
im sorry the krelman just closed out,-1
a bee died,0
another dead one,0
deady,0
deadified,0
two more dead,0
dead from the neck up,0
dead from the neck down,0
oh this is so hard,-1
oh no,0
youre gonna die,0
youre crazy,0
negative points  none,0
i dont even know why i cant stop playing this game,0
i hate this game,0
as for the graphics engine  it couldnt automatically detect the correct graphical settings and started in a low resolution,-1
you will have no idea what is going on no time to look around,-1
it is very easy to get lost especially if the others have ducked through a grate,4
use your lives lose your play for the day,0
councilor vay hek  tenno are worse than weeds,15
we kill one and three more show up,0
the bad end game what that,-1
competent devs whats that,2
warframe is a great game but it also represents one of the ultimate examples of squandered potential,1
as of  still no end game in sight nothing but endless grind for variants i pose this question what is the purpose of gaining ultimate power if you have no contest worthy of it and all content has long since been trivialized,3
little grindy not enough hours in to give it a proper review yet,6
this game smells like a farm,11
how is this game free,9
worth all of the hours youll waste on it,0
my life wasnt whole before i got to know this gameit still isnt but atleast i have something to kill my time with,0
although i wouldnt recommend the pvp side of the game,26
its not fleshed out just yet and isnt worth it or good enough for me yet,-1
this ride doesnt seem to end,-1
did i ever tell you what the definition of insanity is,-1
you start as a peasant owns nothing but basic tools,11
in the end you end up being a peasant owns everything,11
a third person romp that is best enjoyed in short bursts for the grind is insanity,3
thanks to prime resurgence my family disowned me,0
warframe is a rare gem in the sea of crap that is the fp market,1
seriously what kind of ninjas own pets,10
the only bad thing is that if you own a kubrow they dont have weapons,-1
too sad for kubrow owners,-1
the bad thing is you have to be at least mastery rank  to unlock it get the blueprint and use it,1
its about war,-1
cons i cant find the reverse time button support kinda poo,-1
most games when i take a break i tend to never come back because ive broken free oo,0
the game will run on anything i swear if you were desperate to get the daily sortie done you could play it on a tablet,-1
this game is actually wicked,0
reaction time along with quick and flashy plays arent going to make you good,0
if youre one of those people with serious timeconstraints because of jobs and whatever else you have to deal with in your life you can play the game just dont expect to make huge amounts of progress,-1
rest of review removed as its very outdated by now,6
only down side literaly grind simulator,3
the only issue is the bugs but given that the update literally just came out yesterday ill forgive that,2
product received for free  warframe is one of the most socially destructive games out there in league with maple story satan and whatever that shooting game is with the sapphic erotica chicks who wear bird armor and talk in a goofy british accent,1
if youre still in school do not play this game,0
