sentence,topic
with an expanding universe housing a wealth of content the freetoplay game offers a stellar amount of freedom to explore uncover loot and take on missions with its cast of stylish space ninjas,5
this conceit of spacefaring ninjas slashing and shooting across the universe holds the loose narrative together while also giving you an impressive amount of freedom,5
several cinematic quests shed light on the history of the tenno leading up to some profound moments that reveal a surprising depth for your character and their place in the galaxy,44
however the trick to understanding this game lies within finding your own focus in the nebulous grindwhether thats taking on a variety of sideactivities and missions on a series of planets or investing time to customize experiment and tweak your favorite frames,38
it can often feel like playing catchup considering there is six years worth of content in the package but its a game that rewards taking the time to soak it all in instead of rushing through,-1
theres a staggering amount of activities to dive into and with over  hyperstylized frames to utilize theres a constant sense of fun and surprise when discovering how deep it all runs,9
there is a ridiculous amount of room to experiment and it can be especially fun strengthening one of the beginner frames with powerful mods and armaments that can melt through enemies,14
its also impressive how indepth customization and personalization is in warframeyou can apply different shaders accessories and even alter their particular animation set and its rare to find another player who has the same style and loadout,14
if youre committed to figuring out the intricacies of the game then using online guides to understand these advanced mechanics much like with other aspects of the game is a must,51
youll quickly find yourself in a rhythm of cutting down mobs of enemies and boosting your frames strength by collecting mods and earning experience as new gameplay systems and events open up,14
despite how much the game has grown over the years by adding in gamechanging features waframes roots are still planted firmly in its fastpaced and satisfying core combat,55
the overall speed and flexibility in its action is something that it continually excels at and theres a constant sense of grace and finesse that can make even the ordinary missions thrilling,9
it often shows similar shades to a fastpaced corridor shooter by way of a stunning characteraction game with your squad tearing through enemies using myriad skills and armaments,9
in a lot of ways thats what warframe manages to do best,-1
just when you feel like youve hit a lull a better and more fulfilling opportunity will likely present itself,-1
perhaps most importantly warframe makes sure that the time spent in its world is almost always well rewarded,-1
what else could you ask for,-1
gather with your ninja mates in one squad and go for the endless fun with killing and grinding,5
great game,50
its like left  dead except youre a badass ninja dude,5
great combat excellent art style fast gameplay,9
it helps and makes the grind more fun and you can skip parts that dont interest you,3
ultimately its a game that people worked hard to achieve if you think they deserve the money then its a winwin situation they keep making content you keep enjoying it,8
hands down best free to play experience that is currently available,0
there is a ton of fun content in this game and a slew of warframes and weapons to collect and build,-1
its great,29
i love it,16
product received for free  after  years finally reached mastery rank casually playing,17
this game is just my comfort zone,28
its so much fun thinking back after experiencing everything the game has to offer except for conclave and lunaro xd,-1
very proud to be a tenno,44
be aware that this game has a lot and i mean a lot to offer so buckle up and enjoy the bumpy but a very memorable ride,13
in the start of the relationship you love to hang out with them,15
the spice is back and the sex is amazing again followed by the grinding and the death of novelty,3
warframe is a free to play third person shooter game combined with melee combat and parkour system with great mechanicswarframe is one of the best fp games out there,-1
,2
warframe is one of those games thats a diamond in the rough,19
its a really great game only if youre willing to invest some serious time into it,-1
each frame has its own unique powers so its good to know how to utilize them for the right situation at the right time,14
now with the right modifications for weapons and warframes you can begin to merge the abilities together into a super effective fighting style but again that takes time,14
the fact that the game has multiplayer coop in it as well really helps with the later levels of this game,24
with the right team and proper weapons you can seem almost unstoppable at times,-1
but thats also the beauty of the design of this game,1
it always makes you feel like you can always get stronger without making you feel like youre invincible and you have to stop trying,-1
theres always something or someone out there thats just little bit stronger than you thats what keeps you going in your pursuit to improve yourself,-1
minors flaws and nuisances aside all and all its a great game and a good time thats definitely worth a try,13
even better when you bring your friends along for the journey,15
thanks de for good old days,-1
is very nice yes it is and i have shotted all of the aliaens,-1
too good to be free,0
best free to play game in the market given that the game has continued to survive for over a decade which is something you have to keep in mind,0
the game devs engage with players through regular dev streams with twitch drop rewards so be sure to at least claim those rewards they are very good they continue to implement changes to make the game better but you will burn out with how much content there is,11
the resources online to help with builds alerts reward tracking and marketplace prices for items are tailor made to make the game enjoyable and fast,8
i love this game,28
like everything isnt too long to farm i dig it,35
,2
,2
,2
,2
,2
,2
this is an amazing game if you just want to sit back and have a good time slaughtering everything in your path,-1
warframe is constintly puting out new content about every week and usually on wednesdays so veteran players like me keep getting new content to keep us working at it,55
i currently have over  hours logged into the game and im still very much enjoying it,7
overall once you figure out how to do most of the beginer stuff it is a very relaxing game,-1
it works out very well,29
if you read this whole thing i sugest you start downloading this game right now and have days upon days of fun,-1
warframe while it has a high learning curve is probably the best free to play and one of the best aaaquality games on steam,27
cool skateboard tricks,9
they need to release a sequel to the second dream in order for the game to be great again,-1
good game,45
well i guess its one of the best coop games out there,24
,2
the game is pretty nice,23
goodgame lots of fun,-1
one of the best fp games,10
its a great game overall dont get me wrong just alot of farming,35
own two identical guns in inventory unable to dual wield decide to stick them into space forge  hours of intense space engineering later now able to dual wield  thanks space scientists,31
great game,50
got me hooked from day,21
not to mention its completely free to play no ingame purchases required,0
and the community itself is so great and helpful never seen any other community so willing and ready to help,4
probably one of the bestlooking free to play games out there,0
the whole game can still be played for free though so if you want to kill some time go for it,0
one of the best games i have ever played,54
graphics are amazing sounds are awesome,1
theres alot of stuff to do just all in one its so addictive and fun,21
still an awesome game,-1
for a free game it has a lot to offer decent gameplay tons of weapons and abilities interesting universe and somewhat interesting plot,-1
microtransactions are not greedy you can play for free for hours and hours without any problem,-1
i feel that if de could ease off on the additions for a while and focus on core game functions such as ai behaviour  that would massively make the game more interesting to all,68
when it flows and comes altogether  warframe is a shining example of how a pve coop game should be,60
if you can see past the endless and contrived drivel spewed out in the quests and instead jump in with some similar level players  it really is fun,67
absolutely amazing game all around,-1
i love it,16
download it and be happy d  long version played it first on my bros account with around h on my own account now a bit more then  h  a free to play game where the devs are amazing the community awesome and youll get a lot of help in game from different players,0
among one of the best free to play games out there right now with amazing gameplay that only continues to improve with each big update,0
if youve ever wanted to feel like a ninja in a cybernetic exoskeleton suit now is the best time ever with the release of update  which includes a total revamp to the melee system,5
get started today you will not be disappointed,-1
this game is just gonna continue to expand more and more,-1
one of the best free to play game out there and its not even pay to win rather its pay to advance,0
i just thanks to them who make this free,30
becuase this games graphicgameplay all is best,1
i founded love in this gameplay it now,63
warframe is one of the few fp games were you feel its done very well,82
i was kind of lost for the first  or so hours but once the mechanics clicked with me i started progressing slowly through the game and im enjoying my time with it,-1
there is some lore and its something i wasnt expecting at all even though it isnt entirely throw at our face it made me curious to know more about the universe of the game,18
all the best games these days are free to play and that being said warframe continues to outdo the competition with consistent quality updates and content releases,27
this game sets the standard for a fantastic free to play game ive been playing for  years and plan on playing for at least  more,0
,2
,2
,2
,2
great game hard at the start but once you pass that learning curve you are sorted,73
update  so after a while warframe team got around and helped me by melting some of my flair to restore balance and got my account back,32
there was many changes over the years and it is still getting better finding new ways to enrich the game environment and im happy i can come back but to bad i already moved on to something else,-1
one of the most top quality games by a dev team that ernestly cares about the player community,11
ive been playing since  and i still love it as much or more then i did on day one,-1
and the grind itself is often more fun then tedious,3
in fact you can get anything without spending a dime if you really want to,8
its updated with amazing content regularly bugs are often fixxed very quickly,12
killing things in space its a great game i would have bought this game but ill settle for the dlcs if you dont have it you need it after all its free,-1
one word amazing the xbox  controler comp could use some work but its still amazing i absolutly love the coop,24
game yang super cool,-1
highly recommended,25
its pretty good i guess,29
solid game,-1
one of the real free to play games,0
you can really get everything that is in this game by just playing it and never spending any money it will take some time,8
and for the game itself its amazing but remember its still in beta so expect some bugs,59
the game is constantly evolving for the better by adding new game modes new frames new weapons and new features,-1
which are sure to keep you busy for a good while,-1
i am very new to this game but already i am enjoying it very much,-1
great coop game and lots of fun,24
one of the most entertaining ones out there when it gomes to free games,0
if you enjoy coop shooter games a lot then i recommend you give this a try,24
,2
,2
,2
truly the best free to play game on the market,0
it is a unique journey not for everyone but do give it a try wake up tenno,44
i dont know why i havnt reviewed this sooner but its a great game and fun to play although the farming can be a pain at the end of the day its totally worth your while,35
,2
after playing destiny  i can appreciate how much better this game is despite being free,70
with far better gameplay varities free content updates and mission varities,-1
this game is seriously the best free game on the market and i cannot recommend it enough,0
its a great game,77
if you want a hordebased shooter to just get lost in for a couple eternities then this is absolutely a game for you,22
once youve done the grind and the story which is pretty interesting theres not much to do except look fantastic,-1
my best advice is its free try it,30
if you enjoy the basic gameplay then its probably a game for you the gameplay only gets better and better as you go,-1
the true joy of this game is tinkering with their deep modification systems which few if any games have ever come close to,1
so dank,6
amazing shooter worth checking out,22
and the game is not bad at all,-1
warframe is something truly special,-1
digital extremes has put so much blood sweat and tears into this masterpiece of a game,42
the constant updates have kept me coming back since  and the game is only going up from here,12
if u  love fastpace actionshooting games  love futurisctic ninjas  love grinding while fulfilling other goals it is the game that suits you and define your passion  but if u feel  the game repetitive  hard to overcome the challenge  hard to complete the story of every planet then u kind sir are in dire need to seek friend to play with in this game not just randomly post bad review and leave bittertaste on everyones mouth,5
really good looking  a lot of lights and special effects for a freegame,1
tldr highly recommend this game top of my alltime favourites list,13
so my  cents about warframe  pros easy to pick up difficult to master storyline is gripping and side quests really add to the understanding of who you are as a tenno                  the devs have a great sense of humour the redtext update notices are arguably the most loved part of this game you should try get some of your friends to play with you when youre still early game,-1
its a lot more fun to play as a team and learn how the game works,15
to this day i still play with the person who i got into the game at mr and as a result of us learning how to do things together we can take on almost any mission as just the two of us,-1
you may find that another one suits you more,25
the warframe wikia site is very helpful often even higherlevel players will go to the wiki to check the drop chance of a certain part or where to go to farm another part pros and cons of a certain frame to decide whether to get it and so on,-1
the game runs well on almost anything and looks really good even on medium,1
overall this is a great game and the fact that its fp makes it at the very top of my list of alltime favourites,10
highly recommended,25
best game i have ever played,54
warframe is so amazing,26
its tough to get into it but once you do youll have a blast,-1
,2
yes,33
its pretty ok,58
warframe really does deserve its good reputation,-1
love it,16
the best game for ever,64
its darn good for a free to play title and it does that excellently as well,0
edit they changed course and personnel and won me back as a long term player,76
but id recommend it,25
but stick with it because the game really starts picking up,-1
played a little bit its pretty good,7
im still excited about every uptade and new addittions to the story and gamplay,-1
would recomend,25
,2
if parkouring all over the place and shooting loads of enemies appeals to you definitely give this game a shot cause it feels amazing,9
product received for free  warframe still the greatest game for me after  years of free to play development,27
warframe has been a stable support in my life during good and bad times to keep me sane and away from trouble,26
its great to play with friends and you can spend hours on the game without getting bored,15
the game provides challenging content for the more elite players that have time to waist,-1
the game development has a focus on new player experience which makes it easy to help friends start out,4
dev team is still interactive with community and regular patches and fixes,11
for new players that would like to try the game i say go for it,13
many guides on the internet to view and plenty of videos and players willing to help starting the game of with a friend at your level is a good idea since you can help each other,51
if you have a friend that has played warframe for a long time you are in luck,32
play the game at your own pace and enjoy it,-1
before long you will be a strong player and a great team mate,-1
warframe is amazing and i urge everyone into space ninjas or one man army type stuff to play the game,5
its ight,58
yesindeed thus the lords of farming never tire in their quest of eternal farming for the glorious day where thy dreamed item shall come from the sky above,35
one day,-1
one day,-1
it shall come,16
it is a good game surprisingly for a free to play never expected that but my only gripe with this game it is too grindy that it forces you to upgrade your items for long periods of time,-1
this game is special unlike any other,-1
every update brings more and more ways to just have fun,12
loot system is exciting and after hitting steel path the want for bigger and bigger numbers is so very real,-1
with the most recent update at the time of writing warframe  has seen me engaging with the game more than i ever have,32
the community is so lovely and helpful as well,4
never tired of playing this game,-1
amazing graphics good ai and maintenance which is very impressive for a fp game,10
hope ive convinced you to at least give it a try nothing to miss  nov  still not bored,-1
every warframe you can use is unique,-1
theres a ton of weapons that i havent seen in other mmos and playing with friends is a blast,31
and even if you need to youll probably get discounts in game and this is awesome because customization mostly comes from cash items,8
and customization in warframe is super complete,14
also our true endgame  lastly you have freedom,0
you can build your characters and weapons any way and youll always be able to rearrange and change everything whenever you want,31
most people in the community will be happy to help you,4
the game is better than ever,-1
i played this  years almost nonstop,-1
my bud loves this game and i think it looks cool,23
its okay,58
warframe is like a less glorified destiny  and its also free,27
pros free more variety good graphics events that include the whole community you can fly  game is rewarding  unlike other games you do something like beating captain vor for the first time you get prizes like weapon blueprints and etc  cons tons of glitches  mind you de is still trying to fix all of them grindfest  trying to get parts you need pay to skip  the grindfest gets ahold of you and you just give up eyes hurt  i usually play warframe for longer than  hours a session and there is a lot of neon colors everywhere,47
its always a good time to start playing warframe,32
better than destiny  and free,70
one of the best fpgames youll ever see,10
loved every second of it,16
recommend this game new interesting stuff comes out every update so you have that going,-1
lovely freetoplay game,49
after just a few hours of gameplay which passed very quickly i realised i had found a game i truly enjoyed,-1
the graphics are good the gameplay is varied and intresting coop is good pvp is good and there keeps getting new things added to the game that keeps your intrest peeked,-1
i unlocked almost everything before i left and did sorties good and well,3
from the very moment i entered the tutorial i liked it,51
then after a couple of missions done i said to myself  this year im grinding this game,3
warframe is captivating,26
most importantly  its a free to play massively played multiplayer game,0
graphics are stunning,1
mechanics are fascinating,-1
community well people i was lucky enough to meet already making me say is brilliant friendly and supportive,4
i am in love with this game and i wish more people like me wondered if it will be as good as they say become one of those who say its a piece of the most tastiful cake,-1
cheers lovers,6
peace,34
its good,29
very good,6
posted january  grind is crazy but im here for it,3
im a new player coming from destiny and in my opinion nothing will give me the same dopamine rush from the gun play in destiny but the variety of content and the amount of warframes to acquire is insane and i wish bungie was on this level of innovation because some of the content has actually blown my mind,84
warframe is everything i wish destiny was smh i cry,-1
it gets really good after about  hours,7
edit it gets even better  hours in,76
hopefully itll get good again at  hours,7
awesome game best free to play game evercant stop playing,0
this is the ultimate free to play game for anyone looking for a great rd person shooter,22
pros frequent content updates decent community possible to access most content completely fp has its fun moments  cons can be buggy at times grindy game some unfun game modes early game can suck lack of balance has frustrating moments  overall its a game you sink a lot of time into then forget it for a year just to repeat the proccess,47
if you dont mind the grind its worth a try,3
my son got this game for christmas in  from his uncle so we installed it on his computer and he started playing,-1
i loved it as it was the best time i had spent with my son since my wife had died,16
this game has ever since brought me and my son closer again and now we actually spend time together outside the house together as well,-1
this game reminded me that theres fun to be had in everything and it has brought both me and my son many happy memories,63
warframe is basicly a game about spacerobotninjas the graphics are amazing and the gameplay is adictive like heroin,-1
the community is awesome and developers constantly bring up neat ideas to improve the game although alot of times they really get overexcited and rush them out too quickly issues that always get fixed though,-1
this game has lots of elements that reminded me of my fave games like resident evil  shinobi tenchu metal gear solid castlevania sotn dead space mass effect  and omega boost  all at the same time and i love it,5
this game is fun playing solo or with friends,36
i love playing as storm volt,-1
this is one the very few true free to play titles on steam and has the best community ive seen so far from most fp tps games ive tried on steam,0
easily became one of the games i always highly recommended to my friends who have a desktop or laptop pc or ps,15
this was also a good way for them to get introduced to steam,0
fantastic work de,-1
keep it up,-1
i didnt play much but looks like a nice game so far,7
fluent movement using weapons feels satisfying clem theres too much to say and little time this game is amazing,9
a really nice action game and the best free game,0
its free so theres that,30
warframe is in the best shape its possibly ever been,26
if youre looking for a live service game that doesnt try to nickle and dime you at every corner that gives you all the gameplay expansions completely for free and has a community of welcoming and helpful players theres no game that compares to warframe,27
the onboarding experience isnt great but if you can get pass that hump warframe is an incredible game,-1
hopefully this will help others too,4
guess what though it is actually very fun to do that,52
this game makes this grind very good because the actual gameplay is fantastic,3
so yes it is fun,52
,2
yes i admit you may need some help along the way to get some of the things you want to have but honestly im good with that,8
i have hesitated to play this game for a couple of years now but millions of players and many very positive reviews cant all be wrong,40
i would also highly recommend searching for this game on youtube,13
there are many great reviews on this game for both positive and negative points to help you decide,40
it was fun while it lasted the game is still good allbeit less fun when youre at the endgame,-1
better than i ever thought possible for a free gameabsolutely gorgeous in k and smooth as butter well optimized,1
the mix of environments sound design mechanics and gameplay make for a classic masterpiece that continues to get better every month,1
you get to be a cool allpowerful space ninja at the cost of your entire life grinding for things,5
but you still get to be a cool allpowerful space ninja while you are grinding,5
after more than  hours im still clueless about what im doing but im having a blast,-1
this game is a very grindy repetative game but if you love those kind of games this game is for you,3
the community is really helpful with new players,4
this game offers alot of diversity even though its really repetative at times,-1
the gameplay is solid the sound design is fantastic but very grindy as hell,1
the game is pretty cool and its just in beta yet,59
a perfect mix of coop tps and hacknslash and you can get every warframe and weapon for free,60
but i say this the game is very easy to learn and to play,73
i am a kind of person that no minds grinding and this what it is,3
you level up you become badass then you blast through low level stuff like the god you are,-1
and you have various ways to show off how powerful u are,-1
i would recommend this to others its fun its graphics are sharp and when you have people to play with it helps alot too,-1
the game became too much of a grind for me to continue playing but i will say that it is probably the best game of its genre that ive played so far,3
especially since there is no pay to win features as you can get practically everything it offers by just grinding,3
great game great devs cannot compare to any other game i play,11
this is an everexpanding ennemymowing and overall quite well made game,-1
the devs are really close to their community and their freetoplay politic has one of the best economy ive ever seen if not the best,11
it has a compelling story and awesome cosmetics to create pretty fashionframes,1
an amazing game and as a begginer i am very impressed of graphics and gameplay,1
i am yet addicted to unlock all achievments,21
never have been a person for that kind of games but i am already into it,13
i recommend this game with both hands,13
a company that cares about its players i cant,11
you will love it,16
warframe has incredibly imursive gameplay it is free to play and is not pay to win sure you can unlock most things much quicker but everything in the game is accessible without paying except for skins which is really cool,27
the multiple experiance systems really brings a strong dynamic of replayablity and scaling to the game,14
this game is really fun and i highly recommend it of course it might not appeal to everyone cause its really grindy but the core gameplay is extremely enjoyable especially with friends,-1
great game probably my favourite game on steam all things considered,-1
plays great huge variety of missions countless weapons and frames to farm for parts build and use,-1
nothing is ever out of reach though and now that i understand the mechanics a little better theres no real need to spend any money in this game unless you want to,8
i made one major purchase which was the hydroid prime pack which came with more platinum than i thought id ever need,48
im very happy i did this as it gave me more options without taking away from the grind,3
the community is great though and ive never had a questions go unanswered in chat,4
,2
every time i come back to warframe its a little better,-1
i loved the look of the game from the first day keith thompsons art design shows and it is awesome but it was bugridden and sluggish,1
i come back six months later and here is this immersive actionparkour gem packed with gorgeous particle effects and set in an interesting universe,1
come back a month later and the interface is all cool now and they have customizable everythings,39
the latest iteration is almost perfect,12
the eternal king of the free to play category a shining example of how to do it right with a learning curve like a brick wall dont get put off if the game doesnt click right away find a clan get people to help you youll get there in the end,0
lovely fp third person action game with a massive amount of content activities playable characters weapons crafting etc and plenty of things to do,22
extra fun if you get to play it with friends,15
warframe can be a bit overwhelming for new players since it has plenty to offer but the whole learning process feels rewarding,-1
yeah its pretty damn fun,52
unforgettable enjoyment,34
can be very grindy but its a great free to play game and the graphics are amazing fun to play and has an awesome community digital extremes did a fantastic job,3
they still do updates put out more content and listen to the community unlike most developers out there i highly recommend,-1
best game if youre looking to kill time or be creative or kill this with op weapons this is your game,24
some might say this game is easy but thats not the point i feel that my goal in this game would be to unlock all and make my favourite weapons the strongest amongst the playerbase using the riven system,31
definitely worth getting if youre not looking for a competitive game that has nice graphics and is pve,78
de are great developers maybe the best in the world as in they do not just want to grab your money,-1
whole game is free you can get the most expensive cash items by trading in game items for premium currency,8
that out of the way warframe is one of the most breathtaking games i have ever played,19
it is constantly growing and evolving,-1
it has one of the best communities that i have ever had the privilege to be a part of,4
the development team digital extremes pour their hearts and souls into this game and it shows in every single new update,42
this company deserves every cent i throw at them and i hope that this fantastic game keeps going for a long long time,11
keep up the fight tenno,44
its a good game great story slow tho great gameplay,-1
an amazing game with tons of content,53
,2
a bit grindy for rng drops but otherwise really cool,-1
love it so much,16
getting some of the resources feels like a grind but overall the gameplay is great,3
free to play looks good and plays good,0
tons of content added frequently and the game keeps getting better and better every time,12
update autumn  its pretty good by now,12
early game content was never a problem to begin with now there also is decent late game content,53
i can happily recommend it now,25
the update brought a new quest  new weapons one of them can be considered good and many skins thats it,-1
original review  dont get me wrong the first  hours are fun really fun,-1
the game is very addicting and you will want to play,21
the community is pretty nice btw as long as you like the game,4
i would love to change this review to positive one day btw but for that to happen the devs need to actually listen to feedback,40
best free to play game available,0
good game,45
yeah yeah its good,29
some of them are better than others,-1
the boltor prime does pure damage and the latron prime is very accurate and very ammo efficient,31
the community is great,4
do you prefer a great story,18
i personally love this game and i recommend you give it a try,13
if you love it you are going to be spending lots of time on it,-1
ever,-1
one of my favourite game,-1
i finally figured out a good colour scheme,39
after grinding for over  hours and reaching mastery rank,3
a very good game to play with friends,15
great developers who listen to the community and are not afraid to give us goodies,11
very fun combat and huge variety of weapons and frames i enjoy every minute in warframe,-1
best free to play game in awhile,0
great war game about the frame,19
best free to play game ever  still playing this game for years it never gets old,0
vent kids rank  achievement is more rare than mr  lmfao but fun on and off game,-1
i love this game,28
fun game,46
lol great rd person shooter,22
lots and lots of customization options,39
hardcore or casual  you will enjoy p,-1
its one of the very few live service games i ever invested time and money on cuz i like the developers and wanted this game since it was originally unveiled as the original concept for dark sector,-1
the game evolved a lot and its perfectly playable solo with lots of story content that evolved with community input,18
,2
massive grind but suuuuper fun with friends worth your spare time to fiddle with,3
a game i play since  that i connect with fun love and pure nostalgia,63
fun thirdperson space ninja parkour shooterlooter action,22
satisfying gameplay loop,80
tons of content,62
for sure one of the best free games out there,0
product received for free  this game in evolving day by day,17
good game to invest time,-1
the best game ive played,54
i already have many hours in it and im still fascinated by this production,7
an indie game with aaa graphics and most importantly most customer friendly developer i consider them as par as cd redprojekt,-1
this is the first game i played seriously the game that dragged me into the gaming world,-1
i love warframe with all my heart even tho the things in game seems to be so complicated for me to understand most of the time xd now with a different account im playing the game again and im so happy about it,32
ive been playing warframe from very early on and for many years,32
its amazing how much theyve changed and adapted over time,57
the game has awesome customization and there is almost always something to do,39
while not necessarily for everyone to me warframe is a unique blend with very passionate developers that take pride and love in their game and constantly trying to improve and add to it,-1
the best thing is that for all its features and looks its completely free so give it a try,30
it brought me here and here i was reborn,43
me like game yes,28
,2
better than destiny,41
uwu,2
absolutly the best free game ever this and league,0
the developers are very open with the players and listen to our complaints most of the time looking at you universal vacuum,11
the community is one of the best there are im steam and the only one missing is you so come and join us,4
however i finally relented and thought i would give it a try as i am currently between games waiting on a new release,13
super fun,61
its fast and smooth decent graphics  nice controls  its really rather good and i would recommend it to others,1
its a fun and addicting game and is best with friends,15
the devs always try to come with new and exciting content and always listen to their community,11
even in  the game stand strong as one of the best fp out there always fun to play a game made be people who understand what makes a game fun,10
the grind never stops,3
warframe is my most played game on steam right now and i have been playing it for over two years,-1
i have experienced a lot of the updates and all of them bring something to the table,12
i have played nearly all of them and they are all on their own level of diversity,-1
with a wide array of options to choose a frame anyone can play this game the way they would like,14
the guides are players who dedicate themselves to helping new players become more familiar with warframe and what it has to offer,-1
this used to be a drafted group of people but now that applications were accepted it will be expanding greatly,-1
i for one have submitted an application and hope to be accepted,44
me and countless others believe the game is worthwhile enough to help new players like the game for what it offers instead of being turned away by the vast amount of information being thrown at you too quickly to comprehend,-1
if there is any game that has potential for the future even after so much idealistic success it would be warframe,19
warframe is highly addictive,-1
very cool,6
this game is very fun and free although it is mostly just grinding nonstop if you dont play extremely often it is usually fresh again,3
very nice game updated sonstanly and nice gameplay,12
very good game friendly player community constantly updated with new things and hotfixes good controls and awesome graphics for its size and requeriments,4
and the best part is that you are not forced to buy cash to get cash items as you can easily farm them as you play minimum  minutes of farm depending on luck and sell them for ingame cash,8
eventually i got a few missions under my belt and found the color customization screen and from that moment on i was hooked,39
however it really hit home for me after my fourth mission that this really is all about the spectacle and enjoying it,37
this is why i enjoy playing this game,-1
join in and see if you can wallrun with this old man  well it still rocks,-1
a totally new campaign dropped that add tons of new stuff to do,12
product received for free  damn this is a cool game with all the updates they keep doing they are out doing themselves the best part of this game is there is no bad words so it is safe for little ears that hear in the background,17
for a free game to start out with and slowly build yourself up a person can do no wrong with this game it just takes time and patence,0
so come on in and join me in this game and have some fun as well,-1
,2
awesome game,65
pretty good game but the grinding needed to keep up with endgame players is insane,3
de continues to update this game in ways that id never have thought possible when i first started playing the game early in its lifespan,68
this game is too good and is very addictive,21
run when you still have the chance,-1
,2
its okay,58
nova best waifu,-1
for someone who likes a good free to play coop game that allows you to get anything you can get with microtransactions just by playing the game likes fast paced battles shooters with rpg elements lots of weapon and character customisation and a grindy endgame warframe is an excellent game you should consider playing,24
u can eventually one shot bosses with the right build,31
the good incredible graphics and sound design in most places especially for a free game vast variety of completely unique weapons and warframes classes to choose from about  weapons including variants and over  warframes insane amount of content,-1
i have  hours and still have hundreds more hours to do none of which require money great community,4
the odd toxic player but vast majority of players ive met are friendly kind and will help new players for no reward,4
huge amount of quests some of which being some of the best narrative experiences ive ever had in my gaming history with plenty more down the line once you get to it the storyline and lore of warframe is amazing imo its so in depth and interesting with loads more still to emerge,67
overall though the game being free means that it is still worth checking out if you like mmos quests looting good looking games with tonnes of customisation etc etc,-1
graphics and sound gameplay  story  lack of grind  overall  definitley worth checking out,3
i ended up spending lots of money on this game because i like the devs so much that i dont even mind,-1
awesome game,65
met gav the warframe legend,26
good game,45
its a very fun game if you dont take it seriously and have a wiki open,-1
good game,45
the lore is good the gameplay is good but it becomes repetitive when you hit the endgame stages,18
if you like grinding or collecting stuff this might be a good game for you,3
fp done right,10
ea and blizzard could learn a lot from these guys,11
its definitely worth at least a try,20
while the gameplay loop of warframe has remained consistently the same throughout its development cycle the mechanics lore and world building of the game has evolved tremendously,-1
its a fp game of triple a quality and some of the most passionate development teams in the current gaming industry,10
excusing some ingame market new player traps it also has one of the most fair ingame economies and premium currency monetization for a fp game,8
yes,33
i like it,16
it added a romance system so i can at least pretend i have a life while playing,-1
its fun,52
,2
but other than those small naggling bits its a solid game with a good core shoot loot and fight kind of flow and if you decide to delve into the deep of lore and storyyoull have quite the interestingly amazing time,-1
do you like awesome skill shots,-1
,2
probably the best free to play rpg shooter out there has some cheese mechanics that make it a little too easy at times but hell its free you can get everything aside from some cosmetics without paying,0
frames are easy to obtain there is a free battle pass every few months with unique story to go with it,27
i have been playing on and off for some time  the good,-1
,2
,2
grate story,18
your a magical ninja  the bad there is just to much you have to get done at times,5
this game is packed full of endless fun,-1
better than expected,-1
i love the awesome story playthrough and all the different things you can do in the game,18
ninjas play for free  updatedevs are wonderfulthey have the most powerful mods,5
this game has a bunch of different levels and objectives altough it can get a little repetitive it is awesome,-1
but to be honest you have to play it with friends its amazing fun and ill guarantee you that you will play more,15
this is a surprisingly fun and livable game sure it needs effort to be enjoyed countless hours of farming and levelling but it never feels too boring or repetitive,-1
it has a wide variety of playing styles wheter you like to headbutt your way into the action or just lean back and rack up the headshot count and the devs makes sure that everything becomes even more fun the more time passes i give it a full  edit almost  hours later and tons of content i can officialy say that this game is not a  it deserves a,-1
fast paced space ninja actionwhats not to like,5
very fun to play,46
yes,33
cool game but you need a lot of time to get your gear up or pay to get it faster,-1
my life is complete,-1
what it lacks in polish though it makes up for in sheer ambition and content,53
good animation game with big monsters,9
product received for free  genshin impact if it was good,17
destiny  having a higher metacritic score then this game is acc wild,41
a decade has swiftly passed as comming from xbox  and looking back at warframes evolution is remarkable,-1
what started as a unique blend of thirdperson shooter and hack n slash has blossomed into something far greater all without costing a dime,22
warframes combat system with its remarkable freedom of movement and flexibility initially captivated me and has held my attention since,-1
few games can compare to the experience it offers,-1
over the years warframe has amassed a wealth of content providing endless opportunities for exploration questing gear crafting and conquering ever tougher foes,81
take your time savor the sights and appreciate the details,20
alternatively go solo its entirely manageable,36
they may seem straightforward but they hold valuable nuggets of information that will prove beneficial later on,-1
if youre eager to dive into the deep end and experience mid to endgame gear and mechanics choose duviri,-1
my strong recommendation is the former path,25
absolutely love warframe,26
the community is so helpful generous and amazingly friendly,4
there is loads of content and a lot of learning but not overly complicated once you get the hang of things,-1
but it does help immensely to have the help and support of the community when starting out,4
i dont know if i would love this game as much as i do without the community,4
this is a great multiplayer game always fun to play with friends however this is a pretty grindy game so be prepared to spend some time exploring and fighting,-1
the unique graphics makes the game immersive and fun,1
the mechanics can definitely take time to get used to but trust me its worth it once you gain the capability of knowing your special abilities and general quick movements it starts getting really fun,73
this game can be complex but can also be really fun once you spend the time to learn it,73
if you have not tried this game yet i highly recommend getting it especially if you have friends to play with,13
iz gud soup,71
one of the best free game in my opinion,0
it is a very addictive game,21
